Mic1,Mic2,Mic3,time
775,1277,839,2022-05-02T14:35:00
781,1190,1131,2022-05-02T14:36:00
994,1207,883,2022-05-02T14:37:00
1164,1133,1161,2022-05-02T14:38:00
1040,1396,1124,2022-05-02T14:39:00
789,1405,1001,2022-05-02T14:40:00
867,1257,1767,2022-05-02T14:41:00
841,1262,1068,2022-05-02T14:42:00
1005,1136,1143,2022-05-02T14:43:00
1015,1284,1061,2022-05-02T14:44:00
700,991,961,2022-05-02T14:45:00
804,1381,1092,2022-05-02T14:46:00
793,1259,1058,2022-05-02T14:47:00
744,1148,1500,2022-05-02T14:48:00
800,1089,1081,2022-05-02T14:49:00
875,1106,975,2022-05-02T14:50:00
895,1027,922,2022-05-02T14:51:00
872,1225,948,2022-05-02T14:52:00
769,1093,1037,2022-05-02T14:53:00
983,1069,948,2022-05-02T14:54:00
1027,1464,1205,2022-05-02T14:55:00
904,1097,1036,2022-05-02T14:56:00
923,1204,1085,2022-05-02T14:57:00
905,1284,1372,2022-05-02T14:58:00
833,1202,1148,2022-05-02T14:59:00
989,1028,1400,2022-05-02T15:00:00
979,1274,1254,2022-05-02T15:01:00
877,1276,1011,2022-05-02T15:02:00
807,1247,1232,2022-05-02T15:03:00
866,867,1269,2022-05-02T15:04:00
1218,1132,986,2022-05-02T15:05:00
1263,1457,1008,2022-05-02T15:06:00
1086,1083,1037,2022-05-02T15:07:00
1005,1085,1099,2022-05-02T15:08:00
1201,1198,935,2022-05-02T15:09:00
791,1017,1360,2022-05-02T15:10:00
819,1063,1041,2022-05-02T15:11:00
915,1020,1131,2022-05-02T15:12:00
1054,1072,1412,2022-05-02T15:13:00
936,957,903,2022-05-02T15:14:00
1218,1288,840,2022-05-02T15:15:00
997,1128,1215,2022-05-02T15:16:00
1311,1248,929,2022-05-02T15:17:00
1104,1013,977,2022-05-02T15:18:00
881,1229,1180,2022-05-02T15:19:00
914,818,1141,2022-05-02T15:20:00
858,1219,1156,2022-05-02T15:21:00
1042,1169,1175,2022-05-02T15:22:00
1009,806,1292,2022-05-02T15:23:00
869,1028,1042,2022-05-02T15:24:00
968,1134,1104,2022-05-02T15:25:00
803,1232,1209,2022-05-02T15:26:00
931,895,1377,2022-05-02T15:27:00
978,1163,1059,2022-05-02T15:28:00
1189,1260,1117,2022-05-02T15:29:00
1234,1392,969,2022-05-02T15:30:00
1176,1175,882,2022-05-02T15:31:00
1094,972,1379,2022-05-02T15:32:00
1111,1047,1056,2022-05-02T15:33:00
1086,1101,1262,2022-05-02T15:34:00
1103,1060,1026,2022-05-02T15:35:00
1086,1160,1042,2022-05-02T15:36:00
1008,1266,1113,2022-05-02T15:37:00
796,1392,976,2022-05-02T15:38:00
915,1363,1226,2022-05-02T15:39:00
1046,1164,831,2022-05-02T15:40:00
988,869,992,2022-05-02T15:41:00
1172,1202,1051,2022-05-02T15:42:00
1175,1325,1151,2022-05-02T15:43:00
941,1172,1029,2022-05-02T15:44:00
1086,1265,1280,2022-05-02T15:45:00
1189,1143,1374,2022-05-02T15:46:00
1005,1090,1161,2022-05-02T15:47:00
972,1132,1019,2022-05-02T15:48:00
1056,1325,1104,2022-05-02T15:49:00
1039,1125,1452,2022-05-02T15:50:00
1140,1331,1084,2022-05-02T15:51:00
920,981,1058,2022-05-02T15:52:00
923,1244,1250,2022-05-02T15:53:00
1123,1381,1024,2022-05-02T15:54:00
1479,1190,1053,2022-05-02T15:55:00
1105,1024,1091,2022-05-02T15:56:00
1182,1034,1260,2022-05-02T15:57:00
1024,930,1206,2022-05-02T15:58:00
1151,1103,1154,2022-05-02T15:59:00
1037,1412,1039,2022-05-02T16:00:00
965,1297,828,2022-05-02T16:01:00
1141,1020,849,2022-05-02T16:02:00
1398,1424,861,2022-05-02T16:03:00
1009,1352,989,2022-05-02T16:04:00
1226,1303,973,2022-05-02T16:05:00
1160,1096,1090,2022-05-02T16:06:00
1214,1003,994,2022-05-02T16:07:00
1115,1252,955,2022-05-02T16:08:00
1219,1151,982,2022-05-02T16:09:00
1247,1153,1113,2022-05-02T16:10:00
1073,1081,1052,2022-05-02T16:11:00
1132,1315,940,2022-05-02T16:12:00
1073,932,1183,2022-05-02T16:13:00
1013,980,1182,2022-05-02T16:14:00
1063,1110,1198,2022-05-02T16:15:00
1233,1094,1024,2022-05-02T16:16:00
1191,1287,1012,2022-05-02T16:17:00
1174,1232,966,2022-05-02T16:18:00
1072,1288,1021,2022-05-02T16:19:00
962,951,1140,2022-05-02T16:20:00
1101,1019,1086,2022-05-02T16:21:00
1176,1091,948,2022-05-02T16:22:00
992,875,1286,2022-05-02T16:23:00
1254,1132,1027,2022-05-02T16:24:00
1052,1169,1049,2022-05-02T16:25:00
1129,1183,1110,2022-05-02T16:26:00
1040,1092,999,2022-05-02T16:27:00
1066,1039,874,2022-05-02T16:28:00
943,1016,1109,2022-05-02T16:29:00
1072,1032,1115,2022-05-02T16:30:00
1146,1146,872,2022-05-02T16:31:00
1148,1177,1055,2022-05-02T16:32:00
1114,1059,1072,2022-05-02T16:33:00
1269,1071,977,2022-05-02T16:34:00
1083,1095,1056,2022-05-02T16:35:00
1260,1074,1185,2022-05-02T16:36:00
1071,1097,1018,2022-05-02T16:37:00
991,1132,1185,2022-05-02T16:38:00
1041,1321,1175,2022-05-02T16:39:00
1009,1281,852,2022-05-02T16:40:00
1147,1258,1191,2022-05-02T16:41:00
1095,1322,976,2022-05-02T16:42:00
998,1116,1045,2022-05-02T16:43:00
1170,1230,1075,2022-05-02T16:44:00
1202,1131,917,2022-05-02T16:45:00
1058,1227,1176,2022-05-02T16:46:00
944,1124,1167,2022-05-02T16:47:00
1109,981,1024,2022-05-02T16:48:00
1043,1115,997,2022-05-02T16:49:00
1096,1065,1218,2022-05-02T16:50:00
1287,1009,1023,2022-05-02T16:51:00
1206,1143,1020,2022-05-02T16:52:00
1099,1201,1090,2022-05-02T16:53:00
1261,1180,1014,2022-05-02T16:54:00
1102,1216,947,2022-05-02T16:55:00
1015,1105,1199,2022-05-02T16:56:00
1288,1244,1399,2022-05-02T16:57:00
1002,1301,1160,2022-05-02T16:58:00
1243,1481,1506,2022-05-02T16:59:00
1136,1176,1591,2022-05-02T17:00:00
1140,1124,1499,2022-05-02T17:01:00
1038,1194,1374,2022-05-02T17:02:00
1094,1308,1375,2022-05-02T17:03:00
1173,1192,1366,2022-05-02T17:04:00
1175,997,1322,2022-05-02T17:05:00
1115,1089,1247,2022-05-02T17:06:00
1112,1121,1193,2022-05-02T17:07:00
1279,1326,1184,2022-05-02T17:08:00
953,1202,1274,2022-05-02T17:09:00
1176,1173,1252,2022-05-02T17:10:00
1194,1239,1053,2022-05-02T17:11:00
1177,1081,1104,2022-05-02T17:12:00
1154,1099,1155,2022-05-02T17:13:00
1209,1130,1032,2022-05-02T17:14:00
1343,1409,1061,2022-05-02T17:15:00
1102,1331,1202,2022-05-02T17:16:00
1182,1274,973,2022-05-02T17:17:00
1053,1245,1071,2022-05-02T17:18:00
1119,1250,862,2022-05-02T17:19:00
1219,1140,1214,2022-05-02T17:20:00
1149,1143,1024,2022-05-02T17:21:00
1215,969,1156,2022-05-02T17:22:00
1363,997,1117,2022-05-02T17:23:00
1644,1293,1139,2022-05-02T17:24:00
1332,1266,1055,2022-05-02T17:25:00
1170,978,1086,2022-05-02T17:26:00
1314,1221,1041,2022-05-02T17:27:00
1181,1176,1057,2022-05-02T17:28:00
1256,1249,1061,2022-05-02T17:29:00
1197,1325,1065,2022-05-02T17:30:00
1110,1009,1079,2022-05-02T17:31:00
1140,1146,1004,2022-05-02T17:32:00
1159,1132,1018,2022-05-02T17:33:00
1296,1139,1130,2022-05-02T17:34:00
1281,1055,946,2022-05-02T17:35:00
1560,1315,875,2022-05-02T17:36:00
1282,1179,1016,2022-05-02T17:37:00
1080,1167,977,2022-05-02T17:38:00
1213,1118,1065,2022-05-02T17:39:00
1139,1109,1054,2022-05-02T17:40:00
1119,1020,1340,2022-05-02T17:41:00
1367,1232,1103,2022-05-02T17:42:00
1095,1255,887,2022-05-02T17:43:00
1122,1120,1043,2022-05-02T17:44:00
1123,1126,1181,2022-05-02T17:45:00
1308,1141,1127,2022-05-02T17:46:00
1150,1229,967,2022-05-02T17:47:00
1339,1156,1044,2022-05-02T17:48:00
1136,891,945,2022-05-02T17:49:00
1143,1069,926,2022-05-02T17:50:00
1136,1210,1175,2022-05-02T17:51:00
1308,1148,1051,2022-05-02T17:52:00
1212,1290,935,2022-05-02T17:53:00
1455,1179,1121,2022-05-02T17:54:00
1389,1132,987,2022-05-02T17:55:00
1240,1235,1007,2022-05-02T17:56:00
1435,1204,1163,2022-05-02T17:57:00
1181,1279,1024,2022-05-02T17:58:00
1151,1388,1139,2022-05-02T17:59:00
1155,1392,1014,2022-05-02T18:00:00
961,1344,1165,2022-05-02T18:01:00
1124,1244,1256,2022-05-02T18:02:00
1216,1217,1370,2022-05-02T18:03:00
1218,1240,1080,2022-05-02T18:04:00
1236,1282,1030,2022-05-02T18:05:00
1142,1375,1199,2022-05-02T18:06:00
1288,1196,1433,2022-05-02T18:07:00
1384,1257,1645,2022-05-02T18:08:00
1122,1201,1134,2022-05-02T18:09:00
1000,1152,1265,2022-05-02T18:10:00
1038,1291,1033,2022-05-02T18:11:00
1099,1351,1210,2022-05-02T18:12:00
1046,1138,1210,2022-05-02T18:13:00
1241,1194,1045,2022-05-02T18:14:00
1181,1457,1063,2022-05-02T18:15:00
1136,1208,1058,2022-05-02T18:16:00
1168,1212,1132,2022-05-02T18:17:00
1098,1325,1110,2022-05-02T18:18:00
1110,1365,1249,2022-05-02T18:19:00
1095,1226,1225,2022-05-02T18:20:00
1172,1207,1085,2022-05-02T18:21:00
1027,1138,1364,2022-05-02T18:22:00
1073,1319,1082,2022-05-02T18:23:00
1103,1288,1230,2022-05-02T18:24:00
1022,1436,1254,2022-05-02T18:25:00
1092,1238,1313,2022-05-02T18:26:00
1119,1226,1315,2022-05-02T18:27:00
1252,1163,1294,2022-05-02T18:28:00
1167,1197,1277,2022-05-02T18:29:00
1341,1388,991,2022-05-02T18:30:00
1156,1314,1083,2022-05-02T18:31:00
1169,1153,1158,2022-05-02T18:32:00
1329,1052,1265,2022-05-02T18:33:00
1157,1241,1154,2022-05-02T18:34:00
1109,1324,1186,2022-05-02T18:35:00
1198,1283,1089,2022-05-02T18:36:00
1170,1153,1186,2022-05-02T18:37:00
1078,1223,1186,2022-05-02T18:38:00
1300,1211,1264,2022-05-02T18:39:00
1071,1142,1198,2022-05-02T18:40:00
1100,1299,1116,2022-05-02T18:41:00
1182,1170,1279,2022-05-02T18:42:00
1240,946,1055,2022-05-02T18:43:00
1215,1141,1351,2022-05-02T18:44:00
1316,1212,1239,2022-05-02T18:45:00
935,1091,1334,2022-05-02T18:46:00
1156,1253,1441,2022-05-02T18:47:00
1046,1007,1296,2022-05-02T18:48:00
1073,1196,1353,2022-05-02T18:49:00
1210,1557,1212,2022-05-02T18:50:00
1053,1146,1307,2022-05-02T18:51:00
1287,1016,1174,2022-05-02T18:52:00
1145,1137,1176,2022-05-02T18:53:00
1259,1212,1130,2022-05-02T18:54:00
1238,1356,1071,2022-05-02T18:55:00
1037,1190,1175,2022-05-02T18:56:00
1132,1139,1119,2022-05-02T18:57:00
1162,1141,1095,2022-05-02T18:58:00
1219,1160,1035,2022-05-02T18:59:00
1109,1139,1156,2022-05-02T19:00:00
1079,1125,1038,2022-05-02T19:01:00
1181,1124,1067,2022-05-02T19:02:00
1028,1238,1228,2022-05-02T19:03:00
1150,1087,1127,2022-05-02T19:04:00
998,1133,1002,2022-05-02T19:05:00
1234,1256,938,2022-05-02T19:06:00
1237,1228,1133,2022-05-02T19:07:00
1199,1212,1240,2022-05-02T19:08:00
1178,1197,1206,2022-05-02T19:09:00
1250,1374,1035,2022-05-02T19:10:00
1297,1279,1019,2022-05-02T19:11:00
1295,1190,1104,2022-05-02T19:12:00
1224,1437,1353,2022-05-02T19:13:00
1243,1208,1131,2022-05-02T19:14:00
1154,1260,1194,2022-05-02T19:15:00
1347,1491,1521,2022-05-02T19:16:00
1252,1241,1172,2022-05-02T19:17:00
1329,1007,1122,2022-05-02T19:18:00
1205,1264,1132,2022-05-02T19:19:00
1257,1049,1052,2022-05-02T19:20:00
1103,1137,1013,2022-05-02T19:21:00
1140,1149,1059,2022-05-02T19:22:00
1322,1152,1303,2022-05-02T19:23:00
1196,1339,1313,2022-05-02T19:24:00
1153,1423,1158,2022-05-02T19:25:00
1265,1282,1095,2022-05-02T19:26:00
1225,1424,1070,2022-05-02T19:27:00
1141,1195,1105,2022-05-02T19:28:00
1433,1047,1241,2022-05-02T19:29:00
1220,1368,1042,2022-05-02T19:30:00
1140,1225,1249,2022-05-02T19:31:00
1258,1194,1293,2022-05-02T19:32:00
1206,1225,1340,2022-05-02T19:33:00
1508,1245,1129,2022-05-02T19:34:00
1089,982,1140,2022-05-02T19:35:00
1108,1149,1104,2022-05-02T19:36:00
1128,1109,1333,2022-05-02T19:37:00
1116,1132,1219,2022-05-02T19:38:00
1264,1225,1351,2022-05-02T19:39:00
1178,1348,1144,2022-05-02T19:40:00
1067,1344,1183,2022-05-02T19:41:00
1303,1155,1304,2022-05-02T19:42:00
1242,1114,1084,2022-05-02T19:43:00
1223,1185,1117,2022-05-02T19:44:00
1192,1021,1285,2022-05-02T19:45:00
1186,1417,1308,2022-05-02T19:46:00
1142,1227,1410,2022-05-02T19:47:00
1083,1243,1626,2022-05-02T19:48:00
1218,1289,1457,2022-05-02T19:49:00
1041,1332,1172,2022-05-02T19:50:00
1104,1157,1292,2022-05-02T19:51:00
1336,1229,1238,2022-05-02T19:52:00
1313,1359,1464,2022-05-02T19:53:00
1474,1537,1317,2022-05-02T19:54:00
1265,1201,1291,2022-05-02T19:55:00
1128,1212,1251,2022-05-02T19:56:00
1318,1388,1142,2022-05-02T19:57:00
1201,1342,1178,2022-05-02T19:58:00
1206,1524,1078,2022-05-02T19:59:00
1248,1197,1417,2022-05-02T20:00:00
1268,1434,1439,2022-05-02T20:01:00
1140,1098,1456,2022-05-02T20:02:00
1108,973,1503,2022-05-02T20:03:00
1239,1313,1422,2022-05-02T20:04:00
1213,1431,1402,2022-05-02T20:05:00
1325,1384,1288,2022-05-02T20:06:00
1225,1294,1256,2022-05-02T20:07:00
1378,1064,1148,2022-05-02T20:08:00
1290,1174,1197,2022-05-02T20:09:00
1311,1410,1231,2022-05-02T20:10:00
1158,1255,1202,2022-05-02T20:11:00
1143,1280,1213,2022-05-02T20:12:00
1305,1114,1289,2022-05-02T20:13:00
1058,1300,1336,2022-05-02T20:14:00
1142,1416,1288,2022-05-02T20:15:00
1046,1451,1404,2022-05-02T20:16:00
1365,1482,1361,2022-05-02T20:17:00
1401,1485,1122,2022-05-02T20:18:00
1214,1499,1138,2022-05-02T20:19:00
1200,1421,1276,2022-05-02T20:20:00
1053,1449,1386,2022-05-02T20:21:00
1048,1614,1329,2022-05-02T20:22:00
1238,1634,1260,2022-05-02T20:23:00
1178,1562,1180,2022-05-02T20:24:00
1140,1963,1332,2022-05-02T20:25:00
1239,1211,1294,2022-05-02T20:26:00
1308,1515,1291,2022-05-02T20:27:00
1283,1152,1333,2022-05-02T20:28:00
1158,1252,1397,2022-05-02T20:29:00
1265,1233,1322,2022-05-02T20:30:00
1077,1481,1236,2022-05-02T20:31:00
1382,1037,1314,2022-05-02T20:32:00
1231,1324,1314,2022-05-02T20:33:00
1057,1436,1229,2022-05-02T20:34:00
1114,1310,1230,2022-05-02T20:35:00
1054,1326,1312,2022-05-02T20:36:00
1184,1187,1511,2022-05-02T20:37:00
1019,1331,1309,2022-05-02T20:38:00
1193,1249,1311,2022-05-02T20:39:00
1241,1039,1382,2022-05-02T20:40:00
1070,1272,1323,2022-05-02T20:41:00
1202,1375,1658,2022-05-02T20:42:00
1321,1401,1266,2022-05-02T20:43:00
1389,1067,1211,2022-05-02T20:44:00
1224,1380,1355,2022-05-02T20:45:00
1178,1374,1329,2022-05-02T20:46:00
1371,1356,1192,2022-05-02T20:47:00
1065,1392,1089,2022-05-02T20:48:00
1197,1310,1218,2022-05-02T20:49:00
1066,1228,1301,2022-05-02T20:50:00
1274,1452,1237,2022-05-02T20:51:00
1252,1087,1387,2022-05-02T20:52:00
1284,1091,1492,2022-05-02T20:53:00
1373,1268,1449,2022-05-02T20:54:00
1342,1286,1271,2022-05-02T20:55:00
1361,1371,1293,2022-05-02T20:56:00
1300,1378,1303,2022-05-02T20:57:00
1215,970,1267,2022-05-02T20:58:00
1093,1265,1291,2022-05-02T20:59:00
1205,1218,1333,2022-05-02T21:00:00
1158,1370,1399,2022-05-02T21:01:00
1143,1329,1403,2022-05-02T21:02:00
1083,1195,1467,2022-05-02T21:03:00
1139,1294,1355,2022-05-02T21:04:00
1051,1239,1284,2022-05-02T21:05:00
1206,1129,1188,2022-05-02T21:06:00
1211,1246,1251,2022-05-02T21:07:00
1298,1142,1243,2022-05-02T21:08:00
999,1331,1388,2022-05-02T21:09:00
1363,1174,1181,2022-05-02T21:10:00
1272,1607,1341,2022-05-02T21:11:00
1254,1308,1509,2022-05-02T21:12:00
1185,1230,1487,2022-05-02T21:13:00
1041,1336,1457,2022-05-02T21:14:00
1410,1413,1622,2022-05-02T21:15:00
1348,1208,1270,2022-05-02T21:16:00
1077,1396,1544,2022-05-02T21:17:00
1357,1435,1406,2022-05-02T21:18:00
1034,1157,1467,2022-05-02T21:19:00
1162,1214,1459,2022-05-02T21:20:00
1253,1242,1429,2022-05-02T21:21:00
1011,1372,1293,2022-05-02T21:22:00
1316,1075,1410,2022-05-02T21:23:00
1074,1102,1333,2022-05-02T21:24:00
1184,1158,1337,2022-05-02T21:25:00
1129,1555,1376,2022-05-02T21:26:00
1076,1434,1238,2022-05-02T21:27:00
1118,1658,1464,2022-05-02T21:28:00
1360,1624,1644,2022-05-02T21:29:00
1214,1465,1482,2022-05-02T21:30:00
1328,1618,1635,2022-05-02T21:31:00
1225,1539,1616,2022-05-02T21:32:00
1147,1481,1385,2022-05-02T21:33:00
1273,1650,1456,2022-05-02T21:34:00
1223,1502,1671,2022-05-02T21:35:00
1197,1891,1663,2022-05-02T21:36:00
1224,1390,1602,2022-05-02T21:37:00
1173,1523,1460,2022-05-02T21:38:00
1123,1785,1472,2022-05-02T21:39:00
1339,1301,1420,2022-05-02T21:40:00
1216,1596,1393,2022-05-02T21:41:00
1274,1476,1569,2022-05-02T21:42:00
1175,1541,1825,2022-05-02T21:43:00
1169,1734,1492,2022-05-02T21:44:00
1496,1708,1604,2022-05-02T21:45:00
1209,1753,1560,2022-05-02T21:46:00
1231,1396,1537,2022-05-02T21:47:00
1266,1497,1670,2022-05-02T21:48:00
1145,1215,1561,2022-05-02T21:49:00
1334,1474,1752,2022-05-02T21:50:00
1301,1449,1776,2022-05-02T21:51:00
1028,1316,1739,2022-05-02T21:52:00
1126,1439,1556,2022-05-02T21:53:00
1044,1313,1748,2022-05-02T21:54:00
1249,1522,1749,2022-05-02T21:55:00
1120,1611,1702,2022-05-02T21:56:00
1409,1732,1802,2022-05-02T21:57:00
1175,1483,1928,2022-05-02T21:58:00
1133,1290,1516,2022-05-02T21:59:00
1080,1324,1549,2022-05-02T22:00:00
1192,1499,1960,2022-05-02T22:01:00
1274,1314,1730,2022-05-02T22:02:00
1235,1115,1897,2022-05-02T22:03:00
1250,1514,1811,2022-05-02T22:04:00
1206,1157,1776,2022-05-02T22:05:00
1192,1707,1959,2022-05-02T22:06:00
1112,1280,1911,2022-05-02T22:07:00
1310,1212,1919,2022-05-02T22:08:00
1370,1387,1928,2022-05-02T22:09:00
1220,1376,1895,2022-05-02T22:10:00
1251,1162,2005,2022-05-02T22:11:00
1257,1630,2039,2022-05-02T22:12:00
1256,1134,2121,2022-05-02T22:13:00
1081,1409,2034,2022-05-02T22:14:00
1137,1396,1945,2022-05-02T22:15:00
1440,1402,2260,2022-05-02T22:16:00
1205,1218,1922,2022-05-02T22:17:00
1253,1004,2110,2022-05-02T22:18:00
1263,1328,2049,2022-05-02T22:19:00
1222,1583,2054,2022-05-02T22:20:00
1405,1674,1908,2022-05-02T22:21:00
1373,1315,1973,2022-05-02T22:22:00
1175,1675,2264,2022-05-02T22:23:00
1241,1269,2300,2022-05-02T22:24:00
1188,1182,2257,2022-05-02T22:25:00
1259,1343,2111,2022-05-02T22:26:00
1360,1226,2344,2022-05-02T22:27:00
1323,1577,2109,2022-05-02T22:28:00
1132,1458,1972,2022-05-02T22:29:00
1401,1263,2186,2022-05-02T22:30:00
1405,1470,2266,2022-05-02T22:31:00
1196,1228,2145,2022-05-02T22:32:00
1476,1710,1932,2022-05-02T22:33:00
1199,1266,2175,2022-05-02T22:34:00
1102,1422,2013,2022-05-02T22:35:00
1305,1781,2246,2022-05-02T22:36:00
1304,1079,2015,2022-05-02T22:37:00
1371,1289,2370,2022-05-02T22:38:00
1471,1342,2116,2022-05-02T22:39:00
1449,1273,1985,2022-05-02T22:40:00
1290,1230,2290,2022-05-02T22:41:00
1465,1130,2144,2022-05-02T22:42:00
1327,1178,1932,2022-05-02T22:43:00
1266,1247,2097,2022-05-02T22:44:00
1445,1083,2156,2022-05-02T22:45:00
1370,1203,2028,2022-05-02T22:46:00
1119,1398,2211,2022-05-02T22:47:00
1341,1289,2155,2022-05-02T22:48:00
1227,1395,2012,2022-05-02T22:49:00
1367,1092,2073,2022-05-02T22:50:00
1156,1413,2183,2022-05-02T22:51:00
1472,1205,1833,2022-05-02T22:52:00
1398,1147,1928,2022-05-02T22:53:00
1416,1464,2006,2022-05-02T22:54:00
1553,1180,1882,2022-05-02T22:55:00
1243,1437,2407,2022-05-02T22:56:00
1402,1290,2155,2022-05-02T22:57:00
1314,1293,2082,2022-05-02T22:58:00
1115,1634,2065,2022-05-02T22:59:00
1272,1304,2169,2022-05-02T23:00:00
1236,1147,1934,2022-05-02T23:01:00
1266,1466,2178,2022-05-02T23:02:00
1244,1374,1896,2022-05-02T23:03:00
1351,1072,2080,2022-05-02T23:04:00
1358,1088,2319,2022-05-02T23:05:00
1475,1032,2138,2022-05-02T23:06:00
1453,1365,2204,2022-05-02T23:07:00
1419,1103,2286,2022-05-02T23:08:00
1279,1125,2097,2022-05-02T23:09:00
1274,1250,2089,2022-05-02T23:10:00
1195,1107,1837,2022-05-02T23:11:00
1064,1271,1798,2022-05-02T23:12:00
1042,1247,1752,2022-05-02T23:13:00
1094,1492,1908,2022-05-02T23:14:00
1130,1380,1933,2022-05-02T23:15:00
1234,1136,1672,2022-05-02T23:16:00
1248,1442,1723,2022-05-02T23:17:00
1179,1430,1642,2022-05-02T23:18:00
1190,1036,1407,2022-05-02T23:19:00
1042,1253,1501,2022-05-02T23:20:00
1400,1322,1485,2022-05-02T23:21:00
1123,1319,1730,2022-05-02T23:22:00
1134,1284,1680,2022-05-02T23:23:00
1219,1284,1942,2022-05-02T23:24:00
1136,1166,1780,2022-05-02T23:25:00
1092,986,1778,2022-05-02T23:26:00
1064,1194,1306,2022-05-02T23:27:00
1352,960,1457,2022-05-02T23:28:00
1231,1071,1297,2022-05-02T23:29:00
1232,1333,1470,2022-05-02T23:30:00
1339,1093,1326,2022-05-02T23:31:00
1411,1171,1681,2022-05-02T23:32:00
1334,1166,1358,2022-05-02T23:33:00
1308,1216,1447,2022-05-02T23:34:00
1163,1179,1460,2022-05-02T23:35:00
1323,1133,1397,2022-05-02T23:36:00
1220,1265,1539,2022-05-02T23:37:00
1100,1068,1224,2022-05-02T23:38:00
1151,1291,1559,2022-05-02T23:39:00
1185,1167,1568,2022-05-02T23:40:00
1274,1187,1825,2022-05-02T23:41:00
1297,1369,1363,2022-05-02T23:42:00
1429,1137,1236,2022-05-02T23:43:00
1307,1160,1497,2022-05-02T23:44:00
1427,1242,1542,2022-05-02T23:45:00
992,1138,1344,2022-05-02T23:46:00
1087,1385,1533,2022-05-02T23:47:00
1144,1122,1647,2022-05-02T23:48:00
1187,1093,1673,2022-05-02T23:49:00
1174,1030,1422,2022-05-02T23:50:00
1140,1207,1319,2022-05-02T23:51:00
1198,1101,1379,2022-05-02T23:52:00
1156,1347,1431,2022-05-02T23:53:00
1219,1078,1637,2022-05-02T23:54:00
1311,1161,1487,2022-05-02T23:55:00
1203,1291,1957,2022-05-02T23:56:00
1215,1302,1649,2022-05-02T23:57:00
1204,1047,1268,2022-05-02T23:58:00
1161,1128,1331,2022-05-02T23:59:00
1190,1352,1325,2022-05-03T00:00:00
1283,1359,1391,2022-05-03T00:01:00
1070,1148,1234,2022-05-03T00:02:00
1279,1397,1398,2022-05-03T00:03:00
1353,1156,1255,2022-05-03T00:04:00
1210,1228,975,2022-05-03T00:05:00
1340,937,1154,2022-05-03T00:06:00
1417,976,1580,2022-05-03T00:07:00
1285,1081,1417,2022-05-03T00:08:00
1227,1178,1504,2022-05-03T00:09:00
1194,1147,1167,2022-05-03T00:10:00
1032,1123,1038,2022-05-03T00:11:00
1107,1145,1052,2022-05-03T00:12:00
1107,1169,1110,2022-05-03T00:13:00
1149,1183,1016,2022-05-03T00:14:00
1154,1068,1354,2022-05-03T00:15:00
1146,1310,1131,2022-05-03T00:16:00
1241,1103,1034,2022-05-03T00:17:00
1206,976,999,2022-05-03T00:18:00
1251,983,1014,2022-05-03T00:19:00
1216,995,1049,2022-05-03T00:20:00
1128,1217,1175,2022-05-03T00:21:00
1245,1361,1096,2022-05-03T00:22:00
1122,1255,1150,2022-05-03T00:23:00
1226,1343,1168,2022-05-03T00:24:00
1081,1464,994,2022-05-03T00:25:00
1239,1252,1154,2022-05-03T00:26:00
1227,1235,977,2022-05-03T00:27:00
1105,1303,1272,2022-05-03T00:28:00
1218,1173,1135,2022-05-03T00:29:00
1213,1206,1287,2022-05-03T00:30:00
1178,1384,1001,2022-05-03T00:31:00
1207,1291,1008,2022-05-03T00:32:00
1510,1371,1225,2022-05-03T00:33:00
1287,1605,1126,2022-05-03T00:34:00
1186,1116,865,2022-05-03T00:35:00
900,983,1143,2022-05-03T00:36:00
1213,861,911,2022-05-03T00:37:00
1204,1160,942,2022-05-03T00:38:00
1338,1136,850,2022-05-03T00:39:00
1226,1388,837,2022-05-03T00:40:00
1367,1165,794,2022-05-03T00:41:00
1386,1289,1047,2022-05-03T00:42:00
1229,1056,978,2022-05-03T00:43:00
1214,1201,699,2022-05-03T00:44:00
1384,989,1049,2022-05-03T00:45:00
1266,1168,1034,2022-05-03T00:46:00
1179,1038,1129,2022-05-03T00:47:00
1181,1527,912,2022-05-03T00:48:00
1015,1258,970,2022-05-03T00:49:00
1237,1106,928,2022-05-03T00:50:00
1121,1078,957,2022-05-03T00:51:00
1142,1017,978,2022-05-03T00:52:00
1217,1095,952,2022-05-03T00:53:00
1086,1212,891,2022-05-03T00:54:00
1148,1272,1160,2022-05-03T00:55:00
1246,1246,1122,2022-05-03T00:56:00
1369,1177,836,2022-05-03T00:57:00
1153,1132,1021,2022-05-03T00:58:00
1202,1261,827,2022-05-03T00:59:00
1131,1031,1276,2022-05-03T01:00:00
1098,1240,1049,2022-05-03T01:01:00
1041,1130,920,2022-05-03T01:02:00
1169,1153,1010,2022-05-03T01:03:00
1178,1061,885,2022-05-03T01:04:00
1190,1037,882,2022-05-03T01:05:00
1200,1081,1027,2022-05-03T01:06:00
1300,1168,1239,2022-05-03T01:07:00
1102,1046,1011,2022-05-03T01:08:00
1120,954,1114,2022-05-03T01:09:00
1034,968,951,2022-05-03T01:10:00
1056,1213,1123,2022-05-03T01:11:00
1193,1194,807,2022-05-03T01:12:00
1210,1081,1092,2022-05-03T01:13:00
1270,1146,814,2022-05-03T01:14:00
1123,1022,907,2022-05-03T01:15:00
1320,990,1072,2022-05-03T01:16:00
1356,969,1023,2022-05-03T01:17:00
